Time,Central,Tipo Central,Generacion_MWh,Tecnologia,Clasificacion,Codigo Central
2017-08-13T12:00:00Z,Solar Luz del Norte,Solar,"54,73",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-13T13:00:00Z,Solar Luz del Norte,Solar,"106,40",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-13T14:00:00Z,Solar Luz del Norte,Solar,"103,18",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-13T15:00:00Z,Solar Luz del Norte,Solar,"103,10",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-13T16:00:00Z,Solar Luz del Norte,Solar,"105,87",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-13T17:00:00Z,Solar Luz del Norte,Solar,"103,13",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-13T18:00:00Z,Solar Luz del Norte,Solar,"60,82",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-13T19:00:00Z,Solar Luz del Norte,Solar,"4,59",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-13T20:00:00Z,Solar Luz del Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-13T21:00:00Z,Solar Luz del Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-13T22:00:00Z,Solar Luz del Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-13T23:00:00Z,Solar Luz del Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-14T00:00:00Z,Solar Luz del Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Luz del Norte
2017-08-13T01:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T02:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T03:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T04:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T05:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T06:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T07:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T08:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T09:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T10:00:00Z,Solar Luna,Solar,"0,60",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T11:00:00Z,Solar Luna,Solar,"1,80",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T12:00:00Z,Solar Luna,Solar,"2,30",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T13:00:00Z,Solar Luna,Solar,"2,60",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T14:00:00Z,Solar Luna,Solar,"2,80",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T15:00:00Z,Solar Luna,Solar,"2,70",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T16:00:00Z,Solar Luna,Solar,"2,60",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T17:00:00Z,Solar Luna,Solar,"2,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T18:00:00Z,Solar Luna,Solar,"1,20",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T19:00:00Z,Solar Luna,Solar,"0,50",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T20:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T21:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T22:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T23:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-14T00:00:00Z,Solar Luna,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Luna
2017-08-13T01:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T02:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T03:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T04:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T05:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T06:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T07:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T08:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T09:00:00Z,Solar Lalackama 2,Solar,"1,74",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T10:00:00Z,Solar Lalackama 2,Solar,"9,14",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T11:00:00Z,Solar Lalackama 2,Solar,"13,27",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T12:00:00Z,Solar Lalackama 2,Solar,"6,37",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T13:00:00Z,Solar Lalackama 2,Solar,"4,55",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T14:00:00Z,Solar Lalackama 2,Solar,"4,55",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T15:00:00Z,Solar Lalackama 2,Solar,"4,55",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T16:00:00Z,Solar Lalackama 2,Solar,"4,55",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T17:00:00Z,Solar Lalackama 2,Solar,"4,55",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T18:00:00Z,Solar Lalackama 2,Solar,"5,03",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T19:00:00Z,Solar Lalackama 2,Solar,"4,90",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T20:00:00Z,Solar Lalackama 2,Solar,"0,09",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T21:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T22:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T23:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-14T00:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-13T01:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T02:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T03:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T04:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T05:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T06:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T07:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T08:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T09:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T10:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T11:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T12:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T13:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T14:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T15:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T16:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T17:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T18:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T19:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T20:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T21:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T22:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T23:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-14T00:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-13T01:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T02:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T03:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T04:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T05:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T06:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T07:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T08:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T09:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T10:00:00Z,Solar Sol,Solar,"0,60",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T11:00:00Z,Solar Sol,Solar,"1,80",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T12:00:00Z,Solar Sol,Solar,"2,30",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T13:00:00Z,Solar Sol,Solar,"2,70",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T14:00:00Z,Solar Sol,Solar,"2,80",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T15:00:00Z,Solar Sol,Solar,"2,80",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T16:00:00Z,Solar Sol,Solar,"2,60",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T17:00:00Z,Solar Sol,Solar,"2,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T18:00:00Z,Solar Sol,Solar,"1,20",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T19:00:00Z,Solar Sol,Solar,"0,50",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T20:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T21:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T22:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T23:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-14T00:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-13T01:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T02:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T03:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T04:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T05:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T06:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T07:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T08:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T09:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T10:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T11:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T12:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T13:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T14:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T15:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T16:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T17:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T18:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T19:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T20:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T21:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T22:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T23:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-14T00:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-13T01:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T02:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T03:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T04:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T05:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T06:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T07:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T08:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T09:00:00Z,Solar Carrera Pinto,Solar,"3,27",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T10:00:00Z,Solar Carrera Pinto,Solar,"36,24",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T11:00:00Z,Solar Carrera Pinto,Solar,"66,45",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T12:00:00Z,Solar Carrera Pinto,Solar,"49,66",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T13:00:00Z,Solar Carrera Pinto,Solar,"60,16",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T14:00:00Z,Solar Carrera Pinto,Solar,"60,15",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T15:00:00Z,Solar Carrera Pinto,Solar,"60,15",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T16:00:00Z,Solar Carrera Pinto,Solar,"60,15",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T17:00:00Z,Solar Carrera Pinto,Solar,"60,16",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T18:00:00Z,Solar Carrera Pinto,Solar,"57,10",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T19:00:00Z,Solar Carrera Pinto,Solar,"22,73",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T20:00:00Z,Solar Carrera Pinto,Solar,"0,17",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T21:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T22:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T23:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-14T00:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-13T01:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T02:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T03:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T04:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T05:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T06:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T07:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T08:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T09:00:00Z,Solar Pampa Solar Norte,Solar,"1,84",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T10:00:00Z,Solar Pampa Solar Norte,Solar,"24,64",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T11:00:00Z,Solar Pampa Solar Norte,Solar,"20,16",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T12:00:00Z,Solar Pampa Solar Norte,Solar,"20,16",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T13:00:00Z,Solar Pampa Solar Norte,Solar,"20,16",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T14:00:00Z,Solar Pampa Solar Norte,Solar,"20,16",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T15:00:00Z,Solar Pampa Solar Norte,Solar,"20,16",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T16:00:00Z,Solar Pampa Solar Norte,Solar,"20,16",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T17:00:00Z,Solar Pampa Solar Norte,Solar,"20,17",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T18:00:00Z,Solar Pampa Solar Norte,Solar,"26,05",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T19:00:00Z,Solar Pampa Solar Norte,Solar,"26,11",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T20:00:00Z,Solar Pampa Solar Norte,Solar,"0,80",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T21:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T22:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T23:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-14T00:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-13T01:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T02:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T03:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T04:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T05:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T06:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T07:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T08:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T09:00:00Z,Solar La Silla,Solar,"0,04",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T10:00:00Z,Solar La Silla,Solar,"0,67",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T11:00:00Z,Solar La Silla,Solar,"1,07",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T12:00:00Z,Solar La Silla,Solar,"1,11",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T13:00:00Z,Solar La Silla,Solar,"1,09",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T14:00:00Z,Solar La Silla,Solar,"1,07",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T15:00:00Z,Solar La Silla,Solar,"1,09",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T16:00:00Z,Solar La Silla,Solar,"1,18",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T17:00:00Z,Solar La Silla,Solar,"1,26",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T18:00:00Z,Solar La Silla,Solar,"1,12",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T19:00:00Z,Solar La Silla,Solar,"0,37",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T20:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T21:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T22:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T23:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-14T00:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-13T01:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T02:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T03:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T04:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T05:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T06:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T07:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T08:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T09:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T10:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T11:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T12:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T13:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T14:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T15:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T16:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T17:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-13T18:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
