"RBD","AÑO","ALTA","DERIVADO","RESUELTO","FEMENINO","MASCULINO","REGION"
"6798","2016","1","","3","3","1","14"
"6807","2016","5","","1","2","4","14"
"6814","2016","14","","5","10","9","14"
"6815","2016","","","1","","1","14"
"6816","2016","12","","1","8","5","14"
"6817","2016","5","","1","2","4","14"
"6818","2016","","","1","1","","14"
"6826","2016","186","","16","108","94","14"
"6830","2016","78","","9","87","","14"
"6833","2016","125","","37","56","106","14"
"6834","2016","128","","11","60","79","14"
"6835","2016","313","","10","146","177","14"
"6848","2016","8","","4","3","9","14"
"6852","2016","22","","4","12","14","14"
"6853","2016","36","","3","26","13","14"
"6857","2016","7","","2","6","3","14"
"6866","2016","12","","","7","5","14"
"6876","2016","10","","1","6","5","14"
"6886","2016","85","","19","49","55","14"
"6899","2016","142","","18","68","92","14"
"6902","2016","1","","1","","2","14"
"6903","2016","2","","2","","4","14"
"6917","2016","98","","16","62","52","14"
"6925","2016","74","","2","41","35","14"
"6930","2016","115","","","73","42","14"
"6932","2016","143","","4","78","69","14"
"6935","2016","45","","1","22","24","14"
"6983","2016","222","","54","137","139","14"
"6984","2016","55","","17","41","31","14"
"6986","2016","39","","16","29","26","14"
"6990","2016","11","","","10","1","14"
"7003","2016","37","","7","23","21","14"
"7016","2016","91","","","56","35","14"
"7023","2016","5","","","2","3","14"
"7024","2016","1","","","","1","14"
"7026","2016","4","","","2","2","14"
"7031","2016","115","","","68","47","14"
"7044","2016","5","","","2","3","14"
"7049","2016","50","","","28","22","14"
"7059","2016","164","","","79","85","14"
"7062","2016","75","","","40","35","14"
"7063","2016","104","","","46","58","14"
"7064","2016","45","","","23","22","14"
"7083","2016","12","","","5","7","14"
"7086","2016","3","","","1","2","14"
"7130","2016","150","2","28","89","91","14"
"7131","2016","147","","5","84","68","14"
"7202","2016","431","1","37","240","229","14"
"7203","2016","320","","28","161","187","14"
"7204","2016","70","","10","44","36","14"
"7205","2016","25","","1","15","11","14"
"7206","2016","178","","10","100","88","14"
"7212","2016","7","","","2","5","14"
"7214","2016","6","","","5","1","14"
"7217","2016","18","","1","9","10","14"
"7218","2016","1","","","","1","14"
"7225","2016","2","","","1","1","14"
"7227","2016","2","","","1","1","14"
"7238","2016","99","1","4","44","60","14"
"7240","2016","200","","47","119","128","14"
"7242","2016","68","","1","33","36","14"
"7243","2016","54","","6","25","35","14"
"7244","2016","128","","14","76","66","14"
"7299","2016","298","","48","170","176","14"
"7300","2016","185","","48","124","109","14"
"7301","2016","31","","9","19","21","14"
"7302","2016","10","","5","9","6","14"
"7303","2016","104","","37","71","70","14"
"7304","2016","6","","1","3","4","14"
"7305","2016","20","","6","11","15","14"
"7306","2016","3","","5","6","2","14"
"7307","2016","6","","3","4","5","14"
"7308","2016","","","1","","1","14"
"7309","2016","26","","11","20","17","14"
"7312","2016","63","","20","43","40","14"
"7315","2016","5","","4","5","4","14"
"7316","2016","9","","5","7","7","14"
"7322","2016","3","","1","2","2","14"
"7332","2016","71","","","27","44","10"
"7333","2016","116","1","7","70","54","10"
"7335","2016","104","","5","48","61","10"
"7336","2016","111","","2","53","60","10"
"7337","2016","175","","22","97","100","10"
"7339","2016","196","","29","125","100","10"
"7340","2016","153","","5","93","65","10"
"7341","2016","129","","","67","62","10"
"7343","2016","254","","9","153","110","10"
"7346","2016","220","","5","106","119","10"
"7347","2016","65","","","37","28","10"
"7348","2016","183","","19","119","83","10"
"7349","2016","98","","3","58","43","10"
"7352","2016","94","","","53","41","10"
"7418","2016","113","","4","62","55","10"
"7419","2016","66","","3","31","38","10"
"7434","2016","205","","7","107","105","10"
"7448","2016","169","","4","87","86","10"
"7449","2016","78","","","40","38","10"
"7450","2016","135","","11","70","76","10"
"7452","2016","47","","","20","27","10"
"7459","2016","101","","45","58","88","10"
"7460","2016","63","","12","35","40","10"
"7464","2016","8","","","6","2","10"
"7469","2016","7","","","4","3","10"
"7476","2016","67","","14","32","49","10"
"7477","2016","41","","15","25","31","10"
"7478","2016","90","","29","63","56","10"
"7479","2016","1","","","","1","10"
"7480","2016","3","","","1","2","10"
"7489","2016","3","","4","3","4","10"
"7496","2016","56","","14","32","38","10"
"7497","2016","2","","","2","","10"
"7507","2016","127","","8","67","68","10"
"7508","2016","106","","3","48","61","10"
"7510","2016","61","","","25","36","10"
"7522","2016","3","","3","2","4","10"
"7531","2016","41","","11","22","30","10"
"7535","2016","19","","","8","11","10"
"7541","2016","236","","68","167","137","10"
"7543","2016","171","","62","102","131","10"
"7544","2016","172","","72","139","105","10"
"7557","2016","3","","","1","2","10"
"7572","2016","166","2","94","141","121","10"
"7573","2016","","","2","","2","10"
"7583","2016","73","1","6","42","38","10"
"7586","2016","9","","3","5","7","10"
"7588","2016","1","","","","1","10"
"7590","2016","2","","2","1","3","10"
"7593","2016","136","2","50","87","101","10"
"7601","2016","15","","6","10","11","10"
"7606","2016","20","","5","13","12","10"
"7609","2016","9","","9","11","7","10"
"7613","2016","65","","4","26","43","10"
"7616","2016","3","","1","1","3","10"
"7617","2016","5","","1","1","5","10"
"7627","2016","157","","","","157","10"
"7630","2016","246","","28","274","","10"
"7631","2016","228","","19","109","138","10"
"7632","2016","182","","17","77","122","10"
"7634","2016","230","","27","141","116","10"
"7636","2016","88","","8","45","51","10"
"7637","2016","207","","39","119","127","10"
"7638","2016","190","","18","98","110","10"
"7639","2016","198","","18","99","117","10"
"7641","2016","127","","8","64","71","10"
"7642","2016","39","","6","23","22","10"
"7643","2016","165","","14","87","92","10"
"7644","2016","73","","","39","34","10"
"7646","2016","128","","10","76","62","10"
"7647","2016","173","","20","91","102","10"
"7648","2016","49","","9","29","29","10"
"7654","2016","90","","","42","48","10"
"7656","2016","36","","3","17","22","10"
"7659","2016","123","","","62","61","10"
"7670","2016","2","","","","2","10"
"7672","2016","24","","","15","9","10"
"7676","2016","4","","1","1","4","10"
"7682","2016","26","","","10","16","10"
"7689","2016","6","","","4","2","10"
"7698","2016","10","","","6","4","10"
"7722","2016","197","","17","103","111","10"
"7723","2016","349","3","95","207","240","10"
"7724","2016","247","2","38","141","146","10"
"7743","2016","481","3","163","371","276","10"
"7753","2016","69","","12","38","43","10"
"7758","2016","9","","","5","4","10"
"7759","2016","4","","2","1","5","10"
"7760","2016","90","","15","49","56","10"
"7773","2016","218","","11","136","93","10"
"7774","2016","174","","14","93","95","10"
"7775","2016","1","","1","2","","10"
"7776","2016","38","","","18","20","10"
"7777","2016","73","","4","45","32","10"
"7779","2016","1","","","1","","10"
"7801","2016","2","","1","2","1","10"
"7806","2016","3","","","3","","10"
"7820","2016","1","","","","1","10"
"7825","2016","110","","2","56","56","10"
"7826","2016","262","","16","145","133","10"
"7832","2016","94","","36","71","59","10"
"7833","2016","173","","50","116","107","10"
"7834","2016","75","","25","45","55","10"
"7836","2016","53","","52","62","43","10"
"7850","2016","26","","41","23","44","10"
"7854","2016","64","","66","55","75","10"
"7866","2016","49","","20","39","30","10"
"7872","2016","162","","26","84","104","10"
"7874","2016","82","","20","46","56","10"
"7878","2016","6","","8","9","5","10"
"7879","2016","1","","1","","2","10"
"7881","2016","13","","10","12","11","10"
"7882","2016","1","","","","1","10"
"7887","2016","6","","2","3","5","10"
"7891","2016","","","2","","2","10"
"7894","2016","3","","","1","2","10"
"7896","2016","34","","4","19","19","10"
"7897","2016","27","","","11","16","10"
"7898","2016","68","","8","42","34","10"
"7901","2016","8","","5","7","6","10"
"7903","2016","7","","11","15","3","10"
"7904","2016","2","","","1","1","10"
"7905","2016","38","","14","26","26","10"
"7924","2016","99","","21","50","70","10"
"7927","2016","2","","1","","3","10"
"7929","2016","25","","9","13","21","10"
"7930","2016","3","","","","3","10"
"7931","2016","2","","6","5","3","10"
"7933","2016","3","","2","5","","10"
"7936","2016","2","","1","","3","10"
"7938","2016","","","1","","1","10"
"7939","2016","3","","1","4","","10"
"7940","2016","24","","4","11","17","10"
"7942","2016","238","","121","177","182","10"
"7944","2016","3","","1","1","3","10"
"7945","2016","","","1","","1","10"
"7946","2016","2","","","2","","10"
"7948","2016","4","","1","2","3","10"
"7950","2016","6","","3","6","3","10"
"7952","2016","","","1","","1","10"
"7954","2016","1","","","1","","10"
"7958","2016","314","","131","247","198","10"
"7959","2016","400","","152","289","263","10"
"7961","2016","85","","32","48","69","10"
"7962","2016","24","","","13","11","10"
"7966","2016","3","","","1","2","10"
"7967","2016","54","","8","28","34","10"
"7968","2016","5","","","1","4","10"
"7970","2016","227","","108","169","166","10"
"7975","2016","131","3","74","90","118","10"
"7976","2016","196","8","114","133","185","10"
"7977","2016","132","1","1","73","61","10"
"7978","2016","7","","","4","3","10"
"7982","2016","17","","","7","10","10"
"7987","2016","1","","","1","","10"
"7989","2016","258","3","118","225","154","10"
"7998","2016","13","","2","9","6","10"
"8002","2016","34","","1","19","16","10"
"8003","2016","293","1","24","154","164","10"
"8004","2016","458","","45","254","249","10"
"8005","2016","378","2","18","204","194","10"
"8006","2016","86","","","42","44","10"
"8010","2016","5","","","2","3","10"
"8012","2016","5","","3","5","3","10"
"8013","2016","27","","","13","14","10"
"8021","2016","1","","","","1","10"
"8027","2016","33","","1","10","24","10"
"8033","2016","2","","","2","","10"
"8036","2016","20","","","14","6","10"
"8037","2016","12","","","8","4","10"
"8040","2016","1","","","","1","10"
"8046","2016","119","","11","65","65","10"
"8047","2016","239","","36","146","129","10"
"8048","2016","57","","4","28","33","10"
"8049","2016","39","","1","17","23","10"
"8050","2016","23","","3","10","16","10"
"8051","2016","50","","9","32","27","10"
"8053","2016","57","1","5","32","31","10"
"8054","2016","51","1","7","30","29","10"
"8061","2016","8","","2","2","8","10"
"8066","2016","3","","","2","1","10"
"8071","2016","","","2","","2","10"
"8082","2016","2","","","2","","10"
"8083","2016","2","","","","2","10"
"8085","2016","53","","18","33","38","10"
"8092","2016","19","","3","14","8","10"
"8095","2016","6","","","3","3","10"
"8096","2016","3","","2","4","1","10"
"8099","2016","6","","","4","2","10"
"8100","2016","70","","7","34","43","10"
"8103","2016","40","","1","25","16","10"
"8104","2016","11","","","9","2","10"
"8105","2016","49","","1","27","23","10"
"8108","2016","74","","","36","38","10"
"8113","2016","34","","","15","19","10"
"8114","2016","28","","2","22","8","10"
"8117","2016","72","","1","44","29","10"
"8126","2016","34","","","15","19","10"
"8133","2016","7","","","5","2","10"
"8142","2016","19","","","12","7","10"
"8147","2016","51","","","29","22","10"
"8161","2016","77","1","1","35","44","10"
"8162","2016","87","","","43","44","10"
"8165","2016","20","","","12","8","10"
"8169","2016","24","","","13","11","10"
"8170","2016","27","","","10","17","10"
"8174","2016","192","","13","114","91","10"
"8180","2016","20","","","10","10","10"
"8182","2016","4","","","2","2","10"
"8183","2016","8","","","6","2","10"
"8184","2016","2","","","1","1","10"
"8188","2016","5","","","5","","10"
"8189","2016","69","","5","36","38","10"
"8195","2016","65","","12","32","45","10"
"8205","2016","25","","","12","13","10"
"8236","2016","70","","7","43","34","10"
"8241","2016","51","","","31","20","10"
"8247","2016","14","","","9","5","10"
"8256","2016","122","","30","84","68","10"
"8301","2016","22","","1","12","11","10"
"8309","2016","43","","10","20","33","10"
"8310","2016","83","","","44","39","10"
"8311","2016","36","","","19","17","10"
"8312","2016","12","","5","7","10","10"
"8313","2016","54","","2","34","22","10"
"8314","2016","3","","2","4","1","10"
"8315","2016","10","","3","3","10","10"
"8319","2016","","","1","","1","10"
"8320","2016","7","","5","7","5","10"
"8321","2016","31","","1","15","17","10"
"8322","2016","1","","","1","","10"
"8323","2016","57","","4","32","29","10"
"8325","2016","155","","29","99","85","10"
"8326","2016","1","","1","2","","10"
"8329","2016","9","","4","3","10","10"
"8331","2016","125","","2","67","60","10"
"8334","2016","2","","","2","","10"
"8335","2016","3","","","1","2","10"
"8336","2016","9","","","4","5","10"
"8337","2016","1","","","1","","10"
"8338","2016","1","","","","1","10"
"8339","2016","91","","","46","45","10"
"8346","2016","190","3","212","209","196","11"
"8348","2016","170","2","41","108","105","11"
"8352","2016","22","2","4","13","15","11"
"8353","2016","125","","133","123","135","11"
"8366","2016","79","1","27","50","57","11"
"8368","2016","223","21","259","262","241","11"
"8376","2016","162","4","41","91","116","11"
"8377","2016","67","1","17","39","46","11"
"8394","2016","71","","7","34","44","11"
"8408","2016","203","","36","124","115","11"
"8412","2016","284","","48","148","184","12"
"8413","2016","39","","1","19","21","12"
"8415","2016","21","","8","11","18","12"
"8417","2016","","","2","","2","12"
"8420","2016","5","","1","3","3","12"
"8421","2016","1","","2","3","","12"
"8422","2016","1","","","1","","12"
"8423","2016","9","","2","6","5","12"
"8435","2016","74","","","43","31","12"
"8436","2016","46","","2","25","23","12"
"8437","2016","36","","","15","21","12"
"8441","2016","184","","2","90","96","12"
"8468","2016","27","","7","13","21","12"
"8475","2016","226","","27","121","132","12"
"8479","2016","46","","5","23","28","12"
"8482","2016","1","","1","","2","12"
"8483","2016","104","","16","60","60","12"
"8484","2016","2","","","","2","12"
"8497","2016","72","","20","42","50","13"
"8513","2016","29","","5","14","20","13"
"8514","2016","290","2","56","348","","13"
"8515","2016","93","","14","43","64","13"
"8518","2016","52","","1","15","38","13"
"8519","2016","1","","","1","","13"
"8520","2016","29","","4","15","18","13"
"8521","2016","313","","8","153","168","13"
"8522","2016","17","","","6","11","13"
"8523","2016","124","","11","55","80","13"
"8529","2016","130","","5","67","68","13"
"8530","2016","83","","18","37","64","13"
"8531","2016","22","","1","11","12","13"
"8532","2016","12","","","7","5","13"
"8533","2016","32","","6","38","","13"
"8535","2016","15","","2","6","11","13"
"8536","2016","57","","11","39","29","13"
"8537","2016","146","","2","70","78","13"
"8540","2016","3","","1","","4","13"
"8542","2016","151","","16","","167","13"
"8544","2016","65","","2","63","4","13"
"8546","2016","368","","33","196","205","13"
"8547","2016","139","","19","76","82","13"
"8548","2016","9","","","6","3","13"
"8549","2016","121","","13","73","61","13"
"8552","2016","164","","36","12","188","13"
"8555","2016","7","","4","3","8","13"
"8556","2016","144","1","2","71","76","13"
"8558","2016","39","","1","18","22","13"
"8561","2016","5","","","1","4","13"
"8562","2016","67","","2","35","34","13"
"8563","2016","27","","6","10","23","13"
"8569","2016","15","","3","18","","13"
"8572","2016","73","","22","45","50","13"
"8576","2016","6","","","4","2","13"
"8579","2016","74","","3","33","44","13"
"8581","2016","24","","2","14","12","13"
"8589","2016","518","","86","266","338","13"
"8613","2016","4","","","4","","13"
"8623","2016","116","","25","59","82","13"
"8631","2016","157","","6","71","92","13"
"8632","2016","187","","13","108","92","13"
"8634","2016","29","","1","","30","13"
"8657","2016","61","","1","38","24","13"
"8678","2016","79","","2","40","41","13"
"8684","2016","85","1","13","31","68","13"
"8703","2016","250","","64","138","176","13"
"8709","2016","23","","4","7","20","13"
"8715","2016","23","","","13","10","13"
"8726","2016","84","","21","53","52","13"
"8728","2016","198","","57","135","120","13"
"9069","2016","21","","1","6","16","13"
"9072","2016","99","","3","35","67","13"
"9085","2016","135","","28","71","92","13"
"9087","2016","143","","12","97","58","13"
"9088","2016","206","","31","130","107","13"
"9090","2016","75","","17","36","56","13"
"9098","2016","106","","29","76","59","13"
"9103","2016","115","","27","63","79","13"
"9104","2016","365","","40","207","198","13"
"9105","2016","183","","6","111","78","13"
"9106","2016","121","","4","61","64","13"
"9110","2016","107","","6","50","63","13"
"9111","2016","65","","9","28","46","13"
"9116","2016","44","","8","17","35","13"
"9117","2016","173","","58","120","111","13"
"9121","2016","79","","1","41","39","13"
"9122","2016","192","","27","102","117","13"
"9125","2016","383","","51","205","229","13"
"9127","2016","113","","18","67","64","13"
"9140","2016","12","","8","7","13","13"
"9144","2016","98","","","50","48","13"
"9158","2016","3","","18","13","8","13"
"9200","2016","119","","9","67","61","13"
"9282","2016","59","","24","43","40","13"
"9283","2016","171","","3","81","93","13"
"9284","2016","119","","25","80","64","13"
"9285","2016","28","","","16","12","13"
"9289","2016","13","","","6","7","13"
"9290","2016","68","","10","33","45","13"
"9292","2016","66","","14","31","49","13"
"9293","2016","42","","5","26","21","13"
"9294","2016","60","","8","31","37","13"
"9296","2016","77","","22","54","45","13"
"9298","2016","94","","12","40","66","13"
"9299","2016","","","3","1","2","13"
"9302","2016","136","","4","63","77","13"
"9304","2016","24","","","17","7","13"
"9306","2016","49","","5","23","31","13"
"9307","2016","98","","3","48","53","13"
"9410","2016","43","","3","23","23","13"
"9418","2016","","","1","","1","13"
"9428","2016","64","","4","30","38","13"
"9458","2016","72","","11","41","42","13"
"9499","2016","17","","","11","6","13"
"9574","2016","119","","2","54","67","13"
"9583","2016","1","","","1","","13"
"9586","2016","10","","","3","7","13"
"9587","2016","21","","","8","13","13"
"9588","2016","25","","9","16","18","13"
"9590","2016","38","","3","16","25","13"
"9591","2016","185","2","58","129","116","13"
"9592","2016","15","","","7","8","13"
"9593","2016","11","","","5","6","13"
"9595","2016","164","","24","87","101","13"
"9597","2016","105","","14","62","57","13"
"9598","2016","168","","11","86","93","13"
"9599","2016","","","4","","4","13"
"9600","2016","67","","17","48","36","13"
"9602","2016","181","","47","105","123","13"
"9604","2016","364","","82","213","233","13"
"9605","2016","113","","21","63","71","13"
"9606","2016","34","","","15","19","13"
"9609","2016","46","","55","55","46","13"
"9610","2016","69","","23","44","48","13"
"9611","2016","145","","4","81","68","13"
"9612","2016","21","","","9","12","13"
"9614","2016","69","","6","36","39","13"
"9616","2016","246","","46","144","148","13"
"9617","2016","58","","","30","28","13"
"9618","2016","87","","","46","41","13"
"9620","2016","84","","6","41","49","13"
"9625","2016","110","","4","65","49","13"
"9629","2016","1","","3","2","2","13"
"9634","2016","404","","47","235","216","13"
"9639","2016","13","","1","7","7","13"
"9647","2016","351","","12","214","149","13"
"9653","2016","18","","","9","9","13"
"9654","2016","274","1","8","151","132","13"
"9656","2016","682","1","200","485","398","13"
"9660","2016","211","","9","108","112","13"
"9664","2016","86","","23","55","54","13"
"9665","2016","150","","31","103","78","13"
"9673","2016","550","1","29","296","284","13"
"9676","2016","89","","","50","39","13"
"9680","2016","18","","2","9","11","13"
"9695","2016","33","","5","16","22","13"
"9698","2016","119","","6","70","55","13"
"9702","2016","138","","4","65","77","13"
"9704","2016","40","","6","13","33","13"
"9713","2016","71","","6","33","44","13"
"9714","2016","129","","5","68","66","13"
"9715","2016","91","","1","37","55","13"
"9717","2016","70","","8","46","32","13"
"9718","2016","110","","2","59","53","13"
"9721","2016","84","","","39","45","13"
"9728","2016","31","","4","15","20","13"
"9729","2016","73","","14","43","44","13"
"9734","2016","120","","32","76","76","13"
"9736","2016","143","2","47","95","97","13"
"9738","2016","85","","5","42","48","13"
"9861","2016","4","","","1","3","13"
"9863","2016","2","","4","2","4","13"
"9864","2016","3","","","2","1","13"
"9865","2016","42","","1","27","16","13"
"9869","2016","14","","3","7","10","13"
"9872","2016","59","","2","26","35","13"
"9873","2016","8","","3","3","8","13"
"9874","2016","1","","","","1","13"
"9876","2016","21","","5","21","5","13"
"9877","2016","5","","4","1","8","13"
"9878","2016","70","1","15","50","36","13"
"9879","2016","89","","2","43","48","13"
"9880","2016","107","","","53","54","13"
"9881","2016","85","","13","52","46","13"
"9882","2016","1","","","","1","13"
"9883","2016","34","","6","22","18","13"
"9884","2016","41","1","14","30","26","13"
"9886","2016","148","","24","79","93","13"
"9889","2016","9","","1","4","6","13"
"9890","2016","24","","1","9","16","13"
"9891","2016","42","","1","21","22","13"
"9892","2016","267","","40","175","132","13"
"9895","2016","12","","","6","6","13"
"9912","2016","180","","4","184","","13"
"9922","2016","22","","","15","7","13"
"9930","2016","62","","","31","31","13"
"9940","2016","19","","","10","9","13"
"9942","2016","2","1","","2","1","13"
"9960","2016","34","","","21","13","13"
"10010","2016","6","","","5","1","13"
"10019","2016","1","","","","1","13"
"10026","2016","63","","","30","33","13"
"10058","2016","1","","1","","2","13"
"10068","2016","36","","1","22","15","13"
"10081","2016","382","","15","186","211","13"
"10083","2016","16","","","8","8","13"
"10085","2016","155","","26","78","103","13"
"10086","2016","12","","","5","7","13"
"10087","2016","15","","","6","9","13"
"10088","2016","9","","","4","5","13"
"10099","2016","16","","","10","6","13"
"10100","2016","90","","9","47","52","13"
"10102","2016","67","1","1","25","44","13"
"10104","2016","98","","","51","47","13"
"10105","2016","3","","","2","1","13"
"10113","2016","49","","1","21","29","13"
"10116","2016","12","","","5","7","13"
"10133","2016","17","","3","10","10","13"
"10155","2016","4","","","2","2","13"
"10158","2016","34","","","17","17","13"
"10159","2016","11","","","3","8","13"
"10183","2016","21","","","10","11","13"
"10197","2016","111","","14","122","3","13"
"10199","2016","116","","19","64","71","13"
"10200","2016","319","","4","322","1","13"
"10202","2016","226","","30","","256","13"
"10204","2016","138","","4","58","84","13"
"10205","2016","10","","","6","4","13"
"10207","2016","402","","24","214","212","13"
"10210","2016","15","","1","6","10","13"
"10212","2016","139","","8","65","82","13"
"10216","2016","","","2","2","","13"
"10220","2016","306","","30","","336","13"
"10224","2016","281","","46","327","","13"
"10250","2016","12","1","","4","9","13"
"10251","2016","1","","","","1","13"
"10252","2016","1","","","","1","13"
"10253","2016","33","","","17","16","13"
"10257","2016","157","","21","76","102","13"
"10259","2016","10","","2","5","7","13"
"10260","2016","19","","4","7","16","13"
"10262","2016","45","","4","22","27","13"
"10263","2016","58","","2","30","30","13"
"10264","2016","37","","5","25","17","13"
"10265","2016","135","","10","69","76","13"
"10266","2016","280","","31","165","146","13"
"10267","2016","27","","6","13","20","13"
"10268","2016","100","","16","47","69","13"
"10269","2016","30","","2","23","9","13"
"10270","2016","58","","9","31","36","13"
"10271","2016","112","","11","58","65","13"
"10272","2016","258","","13","131","140","13"
"10273","2016","12","","4","7","9","13"
"10277","2016","162","","11","92","81","13"
"10278","2016","12","","1","4","9","13"
"10279","2016","15","","","10","5","13"
"10280","2016","16","","1","8","9","13"
"10281","2016","106","","8","113","1","13"
"10282","2016","105","","17","65","57","13"
"10283","2016","128","","6","54","80","13"
"10285","2016","68","","12","45","35","13"
"10288","2016","69","","8","32","45","13"
"10290","2016","24","","","9","15","13"
"10291","2016","34","","4","16","22","13"
"10300","2016","12","","","6","6","13"
"10301","2016","52","","6","24","34","13"
"10305","2016","55","","9","32","32","13"
"10306","2016","61","","3","32","32","13"
"10307","2016","1","","","1","","13"
"10313","2016","58","","","25","33","13"
"10315","2016","219","1","15","99","136","13"
"10320","2016","113","","5","60","58","13"
"10321","2016","55","","4","17","42","13"
"10326","2016","135","","3","70","68","13"
"10327","2016","230","","33","109","154","13"
"10329","2016","33","","1","20","14","13"
"10332","2016","70","","6","42","34","13"
"10333","2016","9","","11","13","7","13"
"10335","2016","65","","7","29","43","13"
"10336","2016","364","","21","186","199","13"
"10338","2016","107","","7","54","60","13"
"10345","2016","130","","8","70","68","13"
"10346","2016","21","","2","12","11","13"
"10350","2016","182","","8","190","","13"
"10352","2016","197","","10","96","111","13"
"10355","2016","99","1","18","61","57","13"
"10359","2016","43","","2","21","24","13"
"10361","2016","27","","2","9","20","13"
"10364","2016","62","","8","47","23","13"
"10365","2016","37","","4","22","19","13"
"10372","2016","67","","6","38","35","13"
"10376","2016","70","","1","39","32","13"
"10400","2016","233","","1","118","116","13"
"10401","2016","215","","38","123","130","13"
"10403","2016","105","","21","62","64","13"
"10404","2016","143","","8","61","90","13"
"10405","2016","","","20","11","9","13"
"10407","2016","161","","5","76","90","13"
"10408","2016","14","","14","11","17","13"
"10409","2016","117","","19","57","79","13"
"10410","2016","164","","3","74","93","13"
"10411","2016","181","","45","108","118","13"
"10412","2016","58","","1","25","34","13"
"10413","2016","134","","7","60","81","13"
"10415","2016","343","","30","186","187","13"
"10420","2016","29","","4","14","19","13"
"10422","2016","5","","3","2","6","13"
"10425","2016","25","","2","15","12","13"
"10426","2016","16","","1","13","4","13"
"10427","2016","2","","","2","","13"
"10428","2016","33","","2","11","24","13"
"10429","2016","25","","1","13","13","13"
"10432","2016","4","","","1","3","13"
"10433","2016","38","","","22","16","13"
"10435","2016","12","","","7","5","13"
"10436","2016","4","","","2","2","13"
"10443","2016","17","","","4","13","13"
"10444","2016","42","","","24","18","13"
"10447","2016","18","","","14","4","13"
"10450","2016","181","2","10","89","104","13"
"10455","2016","21","","1","6","16","13"
"10457","2016","107","","2","56","53","13"
"10458","2016","190","","8","103","95","13"
"10459","2016","74","","9","33","50","13"
"10461","2016","77","","3","43","37","13"
"10462","2016","65","","1","28","38","13"
"10464","2016","34","","4","19","19","13"
"10465","2016","136","","4","72","68","13"
"10470","2016","43","","6","32","17","13"
"10472","2016","76","","1","46","31","13"
"10473","2016","70","","5","44","31","13"
"10474","2016","196","","13","76","133","13"
"10475","2016","115","","1","62","54","13"
"10476","2016","107","","4","62","49","13"
"10487","2016","387","","12","189","210","13"
"10491","2016","221","","6","227","","13"
"10492","2016","48","","3","20","31","13"
"10497","2016","126","","6","132","","13"
"10500","2016","122","","","67","55","13"
"10502","2016","163","","1","","164","13"
"10505","2016","44","","4","32","16","13"
"10515","2016","101","","7","56","52","13"
"10516","2016","15","","2","8","9","13"
"10520","2016","221","","30","137","114","13"
"10553","2016","199","","3","86","116","13"
"10555","2016","90","","","36","54","13"
"10557","2016","122","","","68","54","13"
"10559","2016","51","","","23","28","13"
"10561","2016","131","","4","65","70","13"
"10565","2016","54","","15","41","28","13"
"10568","2016","94","","1","48","47","13"
"10578","2016","88","","4","49","43","13"
"10638","2016","239","","44","152","131","13"
"10643","2016","53","","11","34","30","13"
"10645","2016","76","","9","38","47","13"
"10651","2016","88","","11","44","55","13"
"10665","2016","56","","4","31","29","13"
"10666","2016","1","","1","2","","13"
"10667","2016","44","","1","28","17","13"
"10668","2016","52","","5","31","26","13"
"10669","2016","132","","40","87","85","13"
"10671","2016","31","","","17","14","13"
"10672","2016","56","","","36","20","13"
"10673","2016","27","","2","20","9","13"
"10674","2016","21","","2","14","9","13"
"10675","2016","18","","1","6","13","13"
"10676","2016","16","","","8","8","13"
"10677","2016","21","","6","8","19","13"
"10679","2016","45","","1","21","25","13"
"10680","2016","34","","1","17","18","13"
"10685","2016","14","","12","15","11","13"
"10726","2016","297","","32","176","153","13"
"10727","2016","168","","29","113","84","13"
"10729","2016","142","","21","67","96","13"
"10730","2016","45","","7","26","26","13"
"10735","2016","2","","2","3","1","13"
"10736","2016","40","","14","30","24","13"
"10737","2016","13","","1","5","9","13"
"10738","2016","121","","29","69","81","13"
"10740","2016","85","","10","47","48","13"
"10741","2016","78","","3","38","43","13"
"10742","2016","155","","40","86","109","13"
"10743","2016","107","","13","47","73","13"
"10744","2016","42","","10","52","","13"
"10748","2016","59","","5","35","29","13"
"10749","2016","94","","3","45","52","13"
"10750","2016","212","","6","121","97","13"
"10752","2016","5","","4","7","2","13"
"10753","2016","17","","","9","8","13"
"10754","2016","78","","48","72","54","13"
"10756","2016","8","","2","3","7","13"
"10757","2016","34","","5","17","22","13"
"10758","2016","9","","","5","4","13"
"10760","2016","20","","","8","12","13"
"10763","2016","114","","12","72","54","13"
"10764","2016","25","","3","12","16","13"
"10782","2016","78","","","","78","13"
"10783","2016","122","","7","99","30","13"
"10784","2016","46","","1","23","24","13"
"10785","2016","120","","4","64","60","13"
"10790","2016","28","","1","11","18","13"
"10835","2016","104","","3","62","45","13"
"10836","2016","143","","1","82","62","13"
"10838","2016","64","","7","37","34","13"
"10839","2016","71","","9","31","49","13"
"10840","2016","115","","1","56","60","13"
"10842","2016","51","","2","27","26","13"
"10844","2016","36","","5","23","18","13"
"10846","2016","27","","11","18","20","13"
"10848","2016","39","","4","13","30","13"
"10854","2016","122","","6","69","59","13"
"10856","2016","1","","3","1","3","13"
"10858","2016","35","","2","19","18","13"
"10861","2016","51","","2","29","24","13"
"10862","2016","7","","1","5","3","13"
"10864","2016","3","","3","3","3","13"
"10865","2016","2","","","1","1","13"
"10868","2016","28","","","14","14","13"
