"RBD","AÑO","ALTA","DERIVADO","RESUELTO","FEMENINO","MASCULINO","REGION"
"6764","2015","193","","19","94","118","14"
"6765","2015","46","","4","20","30","14"
"6766","2015","270","","27","151","146","14"
"6767","2015","67","","3","25","45","14"
"6770","2015","126","","9","72","63","14"
"6773","2015","204","1","93","142","156","14"
"6774","2015","178","1","14","83","110","14"
"6777","2015","184","1","24","96","113","14"
"6780","2015","233","","20","104","149","14"
"6781","2015","20","","5","8","17","14"
"6785","2015","163","","28","104","87","14"
"6791","2015","125","","56","88","93","14"
"6793","2015","29","","18","20","27","14"
"6797","2015","7","","4","8","3","14"
"6814","2015","24","","18","25","17","14"
"6815","2015","1","","5","2","4","14"
"6816","2015","9","","1","4","6","14"
"6817","2015","9","","","5","4","14"
"6818","2015","7","","1","4","4","14"
"6826","2015","207","","13","133","87","14"
"6830","2015","89","1","8","98","","14"
"6833","2015","129","","23","65","87","14"
"6834","2015","139","","13","68","84","14"
"6835","2015","236","","9","126","119","14"
"6848","2015","7","","6","6","7","14"
"6852","2015","22","","","9","13","14"
"6853","2015","39","","","23","16","14"
"6857","2015","9","","","6","3","14"
"6866","2015","10","","1","8","3","14"
"6876","2015","11","","1","7","5","14"
"6886","2015","97","1","44","81","61","14"
"6899","2015","118","","22","67","73","14"
"6901","2015","10","","2","6","6","14"
"6902","2015","","","2","2","","14"
"6903","2015","2","","","","2","14"
"6905","2015","5","","","","5","14"
"6917","2015","111","","8","64","55","14"
"6925","2015","50","","4","33","21","14"
"6930","2015","165","","","95","70","14"
"6932","2015","111","","6","56","61","14"
"6935","2015","42","","","17","25","14"
"6983","2015","209","","52","142","119","14"
"6984","2015","36","","12","29","19","14"
"6986","2015","36","","6","16","26","14"
"6990","2015","15","","","12","3","14"
"7003","2015","42","","12","28","26","14"
"7016","2015","82","","","44","38","14"
"7020","2015","2","","","","2","14"
"7023","2015","23","","","8","15","14"
"7031","2015","120","","","71","49","14"
"7049","2015","29","","","13","16","14"
"7059","2015","160","","","82","78","14"
"7062","2015","61","","1","32","30","14"
"7063","2015","85","","","34","51","14"
"7064","2015","52","","","21","31","14"
"7083","2015","6","","","4","2","14"
"7086","2015","4","","","1","3","14"
"7130","2015","141","","16","73","84","14"
"7131","2015","213","","20","119","114","14"
"7202","2015","417","","114","299","232","14"
"7203","2015","286","1","15","140","162","14"
"7204","2015","78","","2","40","40","14"
"7205","2015","32","","","22","10","14"
"7206","2015","185","","10","100","95","14"
"7212","2015","6","","2","2","6","14"
"7214","2015","10","","","2","8","14"
"7217","2015","16","","2","6","12","14"
"7218","2015","2","","","1","1","14"
"7225","2015","2","","","1","1","14"
"7227","2015","7","","","3","4","14"
"7238","2015","106","","9","53","62","14"
"7240","2015","230","2","43","139","136","14"
"7242","2015","84","","1","41","44","14"
"7243","2015","52","","6","25","33","14"
"7244","2015","110","","2","62","50","14"
"7299","2015","314","","52","184","182","14"
"7300","2015","125","","40","87","78","14"
"7301","2015","38","","13","22","29","14"
"7302","2015","8","","6","7","7","14"
"7303","2015","87","","21","59","49","14"
"7304","2015","6","","5","3","8","14"
"7305","2015","14","","5","8","11","14"
"7306","2015","5","","2","5","2","14"
"7307","2015","4","","3","2","5","14"
"7308","2015","3","","1","2","2","14"
"7309","2015","24","","10","18","16","14"
"7312","2015","64","","19","38","45","14"
"7315","2015","5","","4","6","3","14"
"7316","2015","3","","5","4","4","14"
"7322","2015","24","","10","18","16","14"
"7332","2015","117","","","71","46","10"
"7333","2015","73","","1","43","31","10"
"7335","2015","108","","","49","59","10"
"7336","2015","101","","1","47","55","10"
"7337","2015","170","","30","101","99","10"
"7339","2015","178","","46","131","93","10"
"7340","2015","166","","2","87","81","10"
"7341","2015","165","","","75","90","10"
"7343","2015","189","","2","114","77","10"
"7345","2015","12","","2","8","6","10"
"7346","2015","227","","6","97","136","10"
"7347","2015","65","","3","35","33","10"
"7348","2015","138","","31","89","80","10"
"7349","2015","91","","2","53","40","10"
"7352","2015","165","","7","97","75","10"
"7418","2015","102","","","53","49","10"
"7419","2015","63","","1","31","33","10"
"7434","2015","170","","1","82","89","10"
"7448","2015","149","","14","85","78","10"
"7449","2015","73","","5","39","39","10"
"7450","2015","130","","9","73","66","10"
"7452","2015","34","","","16","18","10"
"7459","2015","126","","23","75","74","10"
"7460","2015","110","1","1","48","64","10"
"7464","2015","10","","","6","4","10"
"7476","2015","62","","1","29","34","10"
"7477","2015","35","","1","13","23","10"
"7478","2015","91","","3","51","43","10"
"7480","2015","4","","","3","1","10"
"7481","2015","2","","","","2","10"
"7496","2015","55","","15","26","44","10"
"7507","2015","139","","14","76","77","10"
"7508","2015","141","","8","62","87","10"
"7510","2015","65","","","38","27","10"
"7522","2015","4","","","3","1","10"
"7531","2015","74","","5","31","48","10"
"7535","2015","36","","","22","14","10"
"7541","2015","127","1","42","99","71","10"
"7543","2015","148","","43","104","87","10"
"7544","2015","166","","47","103","110","10"
"7564","2015","","","2","1","1","10"
"7572","2015","123","1","49","94","79","10"
"7583","2015","67","","10","36","41","10"
"7586","2015","12","","4","7","9","10"
"7588","2015","3","","2","1","4","10"
"7590","2015","5","","1","2","4","10"
"7593","2015","143","2","33","80","98","10"
"7601","2015","25","","","10","15","10"
"7606","2015","16","","3","9","10","10"
"7609","2015","10","","4","8","6","10"
"7613","2015","80","","3","37","46","10"
"7616","2015","3","","3","2","4","10"
"7617","2015","5","","4","5","4","10"
"7627","2015","152","","3","","155","10"
"7630","2015","274","2","44","320","","10"
"7631","2015","249","","25","136","138","10"
"7632","2015","169","","6","85","90","10"
"7634","2015","247","","27","135","139","10"
"7636","2015","110","","17","59","68","10"
"7637","2015","190","","28","101","117","10"
"7638","2015","209","","20","104","125","10"
"7639","2015","201","","35","97","139","10"
"7641","2015","105","","9","46","68","10"
"7642","2015","66","","4","32","38","10"
"7643","2015","177","","24","97","104","10"
"7644","2015","82","","2","38","46","10"
"7646","2015","127","","9","69","67","10"
"7647","2015","187","1","23","89","122","10"
"7648","2015","45","","3","22","26","10"
"7654","2015","79","","1","41","39","10"
"7656","2015","41","","1","22","20","10"
"7659","2015","5","","","2","3","10"
"7672","2015","13","","","7","6","10"
"7676","2015","11","","6","1","16","10"
"7682","2015","21","","2","7","16","10"
"7696","2015","1","","1","2","","10"
"7700","2015","4","","","3","1","10"
"7704","2015","1","","","1","","10"
"7722","2015","159","","25","88","96","10"
"7723","2015","358","1","81","198","242","10"
"7724","2015","173","","18","89","102","10"
"7743","2015","317","3","165","258","227","10"
"7753","2015","66","","","28","38","10"
"7758","2015","16","","","9","7","10"
"7760","2015","89","","","39","50","10"
"7773","2015","233","","9","128","114","10"
"7774","2015","184","","12","101","95","10"
"7775","2015","46","","","22","24","10"
"7777","2015","66","","2","35","33","10"
"7801","2015","4","","","2","2","10"
"7820","2015","2","","1","","3","10"
"7825","2015","83","","5","40","48","10"
"7826","2015","249","","22","142","129","10"
"7832","2015","98","","38","57","79","10"
"7833","2015","156","","37","97","96","10"
"7834","2015","130","","29","68","91","10"
"7836","2015","56","","25","39","42","10"
"7854","2015","79","","15","50","44","10"
"7866","2015","68","","13","33","48","10"
"7872","2015","163","","19","84","98","10"
"7874","2015","68","","2","36","34","10"
"7878","2015","5","","","2","3","10"
"7879","2015","1","","1","2","","10"
"7881","2015","11","","3","11","3","10"
"7882","2015","6","","1","3","4","10"
"7887","2015","5","","1","2","4","10"
"7891","2015","4","","1","2","3","10"
"7894","2015","3","","2","3","2","10"
"7896","2015","30","","6","17","19","10"
"7897","2015","28","","6","10","24","10"
"7898","2015","59","","6","33","32","10"
"7901","2015","10","","","3","7","10"
"7903","2015","3","","2","4","1","10"
"7904","2015","1","","3","","4","10"
"7905","2015","30","","10","14","26","10"
"7924","2015","80","","17","51","46","10"
"7927","2015","3","","4","","7","10"
"7929","2015","20","","4","10","14","10"
"7930","2015","7","","","2","5","10"
"7931","2015","2","","3","2","3","10"
"7933","2015","6","","1","5","2","10"
"7936","2015","10","","","7","3","10"
"7938","2015","5","","1","3","3","10"
"7939","2015","1","","","1","","10"
"7940","2015","14","","4","8","10","10"
"7942","2015","322","","92","198","216","10"
"7945","2015","4","","1","2","3","10"
"7946","2015","10","","5","7","8","10"
"7947","2015","8","","1","4","5","10"
"7948","2015","6","","","2","4","10"
"7949","2015","1","","","1","","10"
"7950","2015","4","","2","3","3","10"
"7952","2015","7","","","1","6","10"
"7953","2015","3","","","1","2","10"
"7954","2015","8","","","5","3","10"
"7958","2015","368","","128","264","232","10"
"7959","2015","410","","173","335","248","10"
"7961","2015","82","","23","51","54","10"
"7962","2015","23","","3","14","12","10"
"7966","2015","5","","2","3","4","10"
"7967","2015","51","","8","29","30","10"
"7968","2015","4","","1","2","3","10"
"7970","2015","195","","75","128","142","10"
"7971","2015","1","","","","1","10"
"7975","2015","157","","45","88","114","10"
"7976","2015","180","","84","138","126","10"
"7977","2015","107","","2","53","56","10"
"7978","2015","7","","","5","2","10"
"7982","2015","17","","","8","9","10"
"7987","2015","5","","","1","4","10"
"7989","2015","216","","84","149","151","10"
"7998","2015","15","","","6","9","10"
"8002","2015","39","","1","18","22","10"
"8003","2015","318","","22","160","180","10"
"8004","2015","409","","35","217","227","10"
"8005","2015","383","1","16","209","191","10"
"8006","2015","45","","","24","21","10"
"8012","2015","43","","9","22","30","10"
"8013","2015","31","","","15","16","10"
"8016","2015","","","2","","2","10"
"8019","2015","22","","","11","11","10"
"8020","2015","5","","2","3","4","10"
"8022","2015","10","","","2","8","10"
"8027","2015","41","","","20","21","10"
"8029","2015","4","","","4","","10"
"8030","2015","","","1","","1","10"
"8032","2015","8","","1","3","6","10"
"8036","2015","10","","","6","4","10"
"8037","2015","4","","","1","3","10"
"8046","2015","206","","20","105","121","10"
"8047","2015","274","","20","154","140","10"
"8048","2015","100","","7","50","57","10"
"8049","2015","40","","","13","27","10"
"8050","2015","49","","5","20","34","10"
"8051","2015","84","","13","47","50","10"
"8052","2015","2","","","1","1","10"
"8053","2015","57","","5","34","28","10"
"8054","2015","46","","13","24","35","10"
"8055","2015","2","","","","2","10"
"8060","2015","","","1","1","","10"
"8061","2015","2","","5","","7","10"
"8063","2015","3","","","2","1","10"
"8066","2015","2","","2","2","2","10"
"8071","2015","2","","","","2","10"
"8082","2015","2","","","1","1","10"
"8083","2015","2","","1","2","1","10"
"8085","2015","51","","11","30","32","10"
"8092","2015","28","","5","19","14","10"
"8094","2015","1","","","","1","10"
"8095","2015","4","","","1","3","10"
"8096","2015","2","","","2","","10"
"8099","2015","4","","","1","3","10"
"8100","2015","78","","8","39","47","10"
"8102","2015","3","","","","3","10"
"8103","2015","36","","4","17","23","10"
"8104","2015","13","","","7","6","10"
"8105","2015","40","","1","24","17","10"
"8113","2015","49","","","22","27","10"
"8114","2015","51","","","34","17","10"
"8117","2015","79","","1","45","35","10"
"8126","2015","30","","","12","18","10"
"8133","2015","17","","","10","7","10"
"8142","2015","8","","","3","5","10"
"8147","2015","25","","","16","9","10"
"8161","2015","94","","","51","43","10"
"8162","2015","88","","","50","38","10"
"8165","2015","26","","","12","14","10"
"8169","2015","26","","","9","17","10"
"8170","2015","26","","","12","14","10"
"8174","2015","242","","9","135","116","10"
"8180","2015","18","","","13","5","10"
"8182","2015","12","","","6","6","10"
"8183","2015","9","","","5","4","10"
"8184","2015","10","","","5","5","10"
"8188","2015","18","","","13","5","10"
"8189","2015","68","","4","29","43","10"
"8195","2015","65","","10","32","43","10"
"8236","2015","82","","3","49","36","10"
"8241","2015","43","","","25","18","10"
"8247","2015","2","","","2","","10"
"8256","2015","150","","33","97","86","10"
"8309","2015","34","","","18","16","10"
"8310","2015","51","","","30","21","10"
"8311","2015","31","","","15","16","10"
"8312","2015","16","","1","8","9","10"
"8313","2015","2","","2","1","3","10"
"8314","2015","","","2","2","","10"
"8315","2015","4","","","1","3","10"
"8317","2015","","","1","1","","10"
"8318","2015","4","","","","4","10"
"8319","2015","1","","","","1","10"
"8320","2015","9","","","6","3","10"
"8321","2015","32","","","16","16","10"
"8323","2015","61","","7","30","38","10"
"8324","2015","2","","","","2","10"
"8325","2015","211","","29","119","121","10"
"8326","2015","2","","","2","","10"
"8329","2015","12","","3","6","9","10"
"8331","2015","101","","","54","47","10"
"8334","2015","3","","","1","2","10"
"8335","2015","8","","","4","4","10"
"8336","2015","15","","","5","10","10"
"8337","2015","1","","","1","","10"
"8338","2015","1","","","1","","10"
"8339","2015","83","","2","37","48","10"
"8346","2015","208","8","130","176","170","11"
"8348","2015","246","","60","160","146","11"
"8352","2015","115","","32","81","66","11"
"8353","2015","135","3","19","65","92","11"
"8366","2015","132","1","109","126","116","11"
"8368","2015","229","","125","177","177","11"
"8376","2015","155","3","51","90","119","11"
"8377","2015","81","","27","57","51","11"
"8394","2015","62","","6","39","29","11"
"8408","2015","139","","15","88","66","11"
"8412","2015","139","","40","90","89","12"
"8413","2015","19","","6","5","20","12"
"8415","2015","30","","4","15","19","12"
"8417","2015","9","","","1","8","12"
"8421","2015","63","","5","37","31","12"
"8422","2015","27","","","27","","12"
"8423","2015","6","","2","3","5","12"
"8435","2015","66","","","31","35","12"
"8436","2015","63","","3","29","37","12"
"8437","2015","31","","2","15","18","12"
"8441","2015","91","","","50","41","12"
"8468","2015","24","","9","11","22","12"
"8475","2015","201","","24","120","105","12"
"8479","2015","40","1","6","19","28","12"
"8482","2015","4","","1","2","3","12"
"8483","2015","104","","15","60","59","12"
"8484","2015","3","","","","3","12"
"8497","2015","85","","19","44","60","13"
"8513","2015","49","","4","25","28","13"
"8514","2015","283","","57","338","2","13"
"8515","2015","104","","16","56","64","13"
"8520","2015","51","","4","26","29","13"
"8521","2015","226","","2","92","136","13"
"8522","2015","8","","","","8","13"
"8523","2015","113","","28","70","71","13"
"8529","2015","96","","3","52","47","13"
"8530","2015","65","","5","37","33","13"
"8531","2015","65","","5","28","42","13"
"8532","2015","17","","3","11","9","13"
"8533","2015","50","","8","58","","13"
"8535","2015","28","","3","13","18","13"
"8536","2015","33","","7","24","16","13"
"8537","2015","118","","2","46","74","13"
"8540","2015","8","","1","1","8","13"
"8542","2015","154","","31","","185","13"
"8544","2015","54","","2","55","1","13"
"8546","2015","295","","47","148","194","13"
"8547","2015","149","","31","77","103","13"
"8548","2015","31","2","6","25","14","13"
"8549","2015","152","","31","91","92","13"
"8552","2015","138","","10","13","135","13"
"8555","2015","18","","4","5","17","13"
"8556","2015","98","","","45","53","13"
"8558","2015","33","","","14","19","13"
"8561","2015","3","","","2","1","13"
"8562","2015","71","","3","41","33","13"
"8563","2015","50","","14","22","42","13"
"8569","2015","15","1","1","17","","13"
"8572","2015","79","","28","36","71","13"
"8573","2015","4","","","3","1","13"
"8576","2015","12","","2","8","6","13"
"8579","2015","36","","1","14","23","13"
"8581","2015","41","","15","35","21","13"
"8589","2015","578","","86","315","349","13"
"8613","2015","32","","","32","","13"
"8623","2015","93","","24","62","55","13"
"8631","2015","101","","5","46","60","13"
"8632","2015","176","","27","100","103","13"
"8634","2015","1","","","","1","13"
"8657","2015","87","","1","45","43","13"
"8678","2015","72","","1","45","28","13"
"8684","2015","90","","16","50","56","13"
"8703","2015","320","2","47","161","208","13"
"8709","2015","45","","3","17","31","13"
"8715","2015","22","","1","13","10","13"
"8726","2015","132","","14","77","69","13"
"8728","2015","186","1","39","107","119","13"
"9072","2015","104","","21","55","70","13"
"9085","2015","126","","14","58","82","13"
"9087","2015","118","","25","73","70","13"
"9088","2015","278","","20","149","149","13"
"9090","2015","86","","6","41","51","13"
"9098","2015","222","","26","114","134","13"
"9103","2015","96","","30","54","72","13"
"9104","2015","338","","55","196","197","13"
"9105","2015","114","","13","76","51","13"
"9106","2015","111","","5","55","61","13"
"9107","2015","4","","1","2","3","13"
"9110","2015","139","","12","78","73","13"
"9111","2015","73","","","29","44","13"
"9116","2015","38","","1","12","27","13"
"9117","2015","111","","69","93","87","13"
"9121","2015","122","","11","70","63","13"
"9122","2015","190","","25","96","119","13"
"9125","2015","353","","47","192","208","13"
"9127","2015","76","","13","44","45","13"
"9140","2015","2","","","1","1","13"
"9144","2015","19","","4","12","11","13"
"9158","2015","8","","12","8","12","13"
"9165","2015","1","","1","2","","13"
"9171","2015","10","","22","14","18","13"
"9182","2015","1","","","1","","13"
"9200","2015","48","","4","39","13","13"
"9213","2015","","","1","1","","13"
"9282","2015","63","","3","28","38","13"
"9283","2015","269","","5","129","145","13"
"9284","2015","143","","13","99","57","13"
"9285","2015","42","","2","20","24","13"
"9288","2015","48","","12","31","29","13"
"9289","2015","84","","6","49","41","13"
"9290","2015","71","","3","32","42","13"
"9292","2015","111","","2","61","52","13"
"9293","2015","36","","","19","17","13"
"9294","2015","98","","4","47","55","13"
"9296","2015","122","","17","58","81","13"
"9298","2015","78","","10","33","55","13"
"9299","2015","57","","4","29","32","13"
"9302","2015","99","","1","49","51","13"
"9304","2015","39","","","27","12","13"
"9306","2015","62","1","1","37","27","13"
"9307","2015","128","","23","75","76","13"
"9410","2015","17","","","11","6","13"
"9418","2015","50","","6","28","28","13"
"9428","2015","28","","","9","19","13"
"9458","2015","91","","10","46","55","13"
"9574","2015","124","1","10","76","59","13"
"9586","2015","62","","6","25","43","13"
"9587","2015","19","","","7","12","13"
"9588","2015","28","","2","15","15","13"
"9590","2015","29","","","13","16","13"
"9591","2015","266","","37","145","158","13"
"9592","2015","24","","1","9","16","13"
"9595","2015","205","","30","110","125","13"
"9597","2015","145","","15","64","96","13"
"9598","2015","163","","34","97","100","13"
"9599","2015","86","","1","44","43","13"
"9600","2015","52","","24","43","33","13"
"9602","2015","172","","46","113","105","13"
"9604","2015","376","","117","251","242","13"
"9605","2015","99","1","34","63","71","13"
"9606","2015","23","","3","10","16","13"
"9609","2015","27","","","14","13","13"
"9610","2015","66","","","28","38","13"
"9611","2015","134","1","18","86","67","13"
"9612","2015","27","","1","11","17","13"
"9614","2015","54","","23","28","49","13"
"9616","2015","297","","52","179","170","13"
"9617","2015","73","","75","53","95","13"
"9618","2015","90","","19","49","60","13"
"9620","2015","95","","12","49","58","13"
"9625","2015","65","","47","55","57","13"
"9629","2015","128","1","12","78","63","13"
"9634","2015","267","","6","147","126","13"
"9639","2015","21","","3","10","14","13"
"9647","2015","307","","11","176","142","13"
"9653","2015","13","","","6","7","13"
"9654","2015","375","","1","203","173","13"
"9656","2015","738","","256","548","446","13"
"9660","2015","199","","4","104","99","13"
"9664","2015","106","","18","63","61","13"
"9665","2015","140","","40","96","84","13"
"9673","2015","402","1","32","232","203","13"
"9676","2015","102","","1","50","53","13"
"9680","2015","42","","3","27","18","13"
"9681","2015","13","","","8","5","13"
"9695","2015","21","","6","11","16","13"
"9698","2015","146","","7","80","73","13"
"9702","2015","125","","10","61","74","13"
"9704","2015","26","","3","11","18","13"
"9713","2015","79","","4","39","44","13"
"9714","2015","165","","5","90","80","13"
"9715","2015","28","","3","13","18","13"
"9717","2015","135","","4","74","65","13"
"9718","2015","118","","","46","72","13"
"9721","2015","65","","","31","34","13"
"9728","2015","8","","1","7","2","13"
"9729","2015","77","","11","42","46","13"
"9734","2015","111","","34","63","82","13"
"9736","2015","137","","21","64","94","13"
"9738","2015","129","","14","69","74","13"
"9861","2015","26","","","12","14","13"
"9863","2015","5","","3","4","4","13"
"9864","2015","3","","","1","2","13"
"9865","2015","22","","","11","11","13"
"9867","2015","1","","","1","","13"
"9869","2015","1","","2","1","2","13"
"9872","2015","44","","3","23","24","13"
"9873","2015","41","","1","14","28","13"
"9876","2015","44","","14","28","30","13"
"9877","2015","13","","4","8","9","13"
"9878","2015","36","","5","25","16","13"
"9879","2015","87","","1","39","49","13"
"9880","2015","17","","1","7","11","13"
"9881","2015","65","","8","34","39","13"
"9882","2015","86","","4","45","45","13"
"9883","2015","40","","10","21","29","13"
"9884","2015","51","2","13","35","31","13"
"9886","2015","134","","22","90","66","13"
"9887","2015","2","","1","2","1","13"
"9888","2015","3","","","1","2","13"
"9889","2015","9","","1","2","8","13"
"9890","2015","31","1","6","18","20","13"
"9891","2015","33","","10","25","18","13"
"9892","2015","173","1","26","116","84","13"
"9895","2015","36","","","24","12","13"
"9912","2015","96","2","1","99","","13"
"9922","2015","30","","2","20","12","13"
"9930","2015","101","","1","47","55","13"
"9940","2015","62","","2","37","27","13"
"9942","2015","34","","1","13","22","13"
"9960","2015","37","","","17","20","13"
"10010","2015","33","","10","24","19","13"
"10026","2015","78","","1","41","38","13"
"10068","2015","38","","","24","14","13"
"10081","2015","282","","11","160","133","13"
"10083","2015","41","","1","21","21","13"
"10085","2015","310","","26","149","187","13"
"10086","2015","16","","","8","8","13"
"10087","2015","8","","","2","6","13"
"10089","2015","52","","5","30","27","13"
"10092","2015","37","","4","19","22","13"
"10099","2015","10","","","8","2","13"
"10100","2015","82","","10","47","45","13"
"10102","2015","47","","","20","27","13"
"10103","2015","20","","1","9","12","13"
"10104","2015","18","","1","13","6","13"
"10105","2015","1","","1","2","","13"
"10113","2015","25","","","14","11","13"
"10114","2015","1","","","","1","13"
"10116","2015","3","","","2","1","13"
"10133","2015","2","","","1","1","13"
"10155","2015","1","","","","1","13"
"10158","2015","33","","","16","17","13"
"10159","2015","3","","","1","2","13"
"10183","2015","19","","3","8","14","13"
"10197","2015","101","","10","111","","13"
"10199","2015","103","","15","52","66","13"
"10200","2015","450","","27","477","","13"
"10201","2015","88","","12","42","58","13"
"10202","2015","107","","55","","162","13"
"10204","2015","47","","10","25","32","13"
"10205","2015","116","","18","60","74","13"
"10207","2015","260","","10","140","130","13"
"10210","2015","111","","14","69","56","13"
"10212","2015","93","","9","49","53","13"
"10216","2015","64","","15","27","52","13"
"10220","2015","382","","61","","443","13"
"10224","2015","282","","64","346","","13"
"10250","2015","73","","2","39","36","13"
"10251","2015","22","","","7","15","13"
"10252","2015","4","","3","1","6","13"
"10253","2015","56","","","26","30","13"
"10257","2015","148","","5","66","87","13"
"10259","2015","21","","1","6","16","13"
"10260","2015","36","","4","19","21","13"
"10262","2015","16","","4","10","10","13"
"10263","2015","35","","","21","14","13"
"10264","2015","40","","3","16","27","13"
"10265","2015","117","","4","50","71","13"
"10266","2015","156","1","12","104","65","13"
"10267","2015","51","","8","19","40","13"
"10268","2015","55","","6","23","38","13"
"10269","2015","19","","","10","9","13"
"10270","2015","13","","4","7","10","13"
"10271","2015","55","","9","37","27","13"
"10272","2015","184","","34","109","109","13"
"10273","2015","40","","4","18","26","13"
"10277","2015","37","","2","21","18","13"
"10278","2015","1","","","1","","13"
"10279","2015","20","","1","10","11","13"
"10280","2015","9","","","5","4","13"
"10281","2015","202","","18","220","","13"
"10282","2015","114","3","13","70","60","13"
"10283","2015","52","","7","32","27","13"
"10285","2015","117","","5","70","52","13"
"10288","2015","54","","6","27","33","13"
"10290","2015","30","","","12","18","13"
"10291","2015","5","","6","6","5","13"
"10300","2015","59","","3","27","35","13"
"10301","2015","38","","4","22","20","13"
"10302","2015","1","","","1","","13"
"10305","2015","125","","5","67","63","13"
"10306","2015","85","","7","51","41","13"
"10307","2015","3","","5","3","5","13"
"10313","2015","38","","2","18","22","13"
"10315","2015","195","","10","103","102","13"
"10320","2015","75","","9","30","54","13"
"10321","2015","71","","3","26","48","13"
"10326","2015","150","","21","87","84","13"
"10327","2015","277","","56","158","175","13"
"10329","2015","29","","3","16","16","13"
"10332","2015","147","1","7","79","76","13"
"10333","2015","24","","25","26","23","13"
"10335","2015","55","","3","24","34","13"
"10336","2015","345","","14","201","158","13"
"10338","2015","144","","20","78","86","13"
"10345","2015","248","","22","143","127","13"
"10346","2015","61","","6","28","39","13"
"10350","2015","217","","26","243","","13"
"10352","2015","99","","11","44","66","13"
"10355","2015","117","","6","52","71","13"
"10359","2015","60","","3","31","32","13"
"10361","2015","26","","1","14","13","13"
"10364","2015","60","","8","45","23","13"
"10365","2015","71","","12","48","35","13"
"10372","2015","79","","4","36","47","13"
"10376","2015","60","","4","34","30","13"
"10400","2015","96","","26","65","57","13"
"10401","2015","271","","44","172","143","13"
"10403","2015","15","","42","25","32","13"
"10404","2015","126","","17","65","78","13"
"10405","2015","59","","21","34","46","13"
"10407","2015","85","","29","57","57","13"
"10408","2015","7","","10","9","8","13"
"10409","2015","","","6","1","5","13"
"10410","2015","81","","26","55","52","13"
"10411","2015","18","","8","11","15","13"
"10412","2015","52","","2","22","32","13"
"10413","2015","168","","23","83","108","13"
"10415","2015","250","","48","153","145","13"
"10418","2015","2","","","","2","13"
"10420","2015","24","","5","14","15","13"
"10421","2015","2","","1","1","2","13"
"10422","2015","1","","","","1","13"
"10424","2015","4","","","2","2","13"
"10425","2015","24","","4","16","12","13"
"10427","2015","9","","1","9","1","13"
"10428","2015","29","","3","12","20","13"
"10429","2015","18","","2","11","9","13"
"10433","2015","41","","","13","28","13"
"10444","2015","6","","","4","2","13"
"10447","2015","33","","","18","15","13"
"10450","2015","216","","10","114","112","13"
"10455","2015","25","","","15","10","13"
"10457","2015","115","","3","64","54","13"
"10458","2015","241","","6","134","113","13"
"10459","2015","94","","2","43","53","13"
"10461","2015","99","","2","48","53","13"
"10462","2015","67","","","29","38","13"
"10464","2015","48","","","29","19","13"
"10465","2015","129","","5","74","60","13"
"10470","2015","105","","5","61","49","13"
"10472","2015","88","","1","48","41","13"
"10473","2015","94","","","51","43","13"
"10474","2015","88","","9","53","44","13"
"10475","2015","110","","","59","51","13"
"10476","2015","118","","14","73","59","13"
"10487","2015","357","","12","166","203","13"
"10491","2015","253","","7","260","","13"
"10492","2015","20","","1","10","11","13"
"10497","2015","133","","2","135","","13"
"10500","2015","75","","","39","36","13"
"10502","2015","117","","5","","122","13"
"10505","2015","121","","","74","47","13"
"10515","2015","107","","2","60","49","13"
"10516","2015","12","","","8","4","13"
"10520","2015","193","","31","124","100","13"
"10553","2015","252","","7","109","150","13"
"10555","2015","121","","7","57","71","13"
"10557","2015","10","","","6","4","13"
"10559","2015","24","","3","12","15","13"
"10561","2015","87","","2","42","47","13"
"10565","2015","55","","21","34","42","13"
"10568","2015","52","","1","22","31","13"
"10578","2015","114","","32","76","70","13"
"10638","2015","235","2","73","177","133","13"
"10643","2015","33","","4","21","16","13"
"10645","2015","127","","2","66","63","13"
"10651","2015","95","","11","51","55","13"
"10665","2015","55","","16","39","32","13"
"10666","2015","1","","2","1","2","13"
"10667","2015","36","","","19","17","13"
"10668","2015","40","","8","26","22","13"
"10669","2015","118","","45","83","80","13"
"10671","2015","16","","","8","8","13"
"10672","2015","30","","1","16","15","13"
"10673","2015","47","","3","33","17","13"
"10674","2015","20","","2","15","7","13"
"10675","2015","12","","","6","6","13"
"10676","2015","36","","","20","16","13"
"10677","2015","31","","8","19","20","13"
"10679","2015","24","","1","12","13","13"
"10680","2015","74","","8","37","45","13"
"10685","2015","85","","19","53","51","13"
"10726","2015","192","","8","103","97","13"
"10727","2015","190","","25","114","101","13"
"10729","2015","138","","45","83","100","13"
"10730","2015","45","","6","30","21","13"
"10735","2015","24","","6","13","17","13"
"10736","2015","56","","11","30","37","13"
"10737","2015","74","","10","44","40","13"
"10738","2015","250","","40","130","160","13"
"10740","2015","38","","2","23","17","13"
"10741","2015","39","","5","23","21","13"
"10742","2015","113","","34","55","92","13"
"10743","2015","103","","12","48","67","13"
"10744","2015","48","","21","69","","13"
"10747","2015","12","","","4","8","13"
"10748","2015","67","","2","38","31","13"
"10749","2015","2","","","","2","13"
"10750","2015","99","","3","58","44","13"
"10752","2015","3","","7","4","6","13"
"10753","2015","27","","","13","14","13"
"10754","2015","53","","40","47","46","13"
"10756","2015","12","","","4","8","13"
"10757","2015","106","","34","79","61","13"
"10758","2015","27","","1","15","13","13"
"10760","2015","24","","1","13","12","13"
"10763","2015","119","","4","64","59","13"
"10764","2015","3","","1","1","3","13"
"10782","2015","46","","4","","50","13"
