Central,Clasificacion,Codigo Central,Generacion_MWh,Tecnologia,Time,Tipo Central
Solar Javiera,ERNC,Solar Javiera,46.59,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,47.93,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,48.97,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,41.08,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,7.14,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,0.05,Solar Fotovoltaica,Mon Aug 07 19:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.1,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.2,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.2,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.6000000000000001,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.7000000000000001,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.6000000000000001,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.5,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.1,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,6.8,Solar Fotovoltaica,Mon Aug 07 08:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,66.38,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,96.09,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,96.43,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,99.36,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,98.92,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,99.06,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,100.12,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,102.66,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,92.95,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,37.4,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,0.21,Solar Fotovoltaica,Mon Aug 07 19:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,1.03,Solar Fotovoltaica,Mon Aug 07 08:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,6.86,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,12.29,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,13.25,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,13.13,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,13.11,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,13.14,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,13.34,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,13.23,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,10.67,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,4.39,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,0.06,Solar Fotovoltaica,Mon Aug 07 19:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,2.17,Solar Fotovoltaica,Mon Aug 07 08:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,30.06,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,63.65,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,66.47,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,65.28,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,64.81,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,64.69,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,65.37,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,66.66,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,57.51,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,19.53,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,0.14,Solar Fotovoltaica,Mon Aug 07 19:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,0.87,Solar Fotovoltaica,Mon Aug 07 08:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,14.17,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,49.54,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,49.06,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,53.78,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,53.14,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,53.73,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,56.17,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,55.84,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,49.91,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,24.04,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,0.56,Solar Fotovoltaica,Mon Aug 07 19:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.02,Solar Fotovoltaica,Mon Aug 07 08:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.71,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.15,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.24,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.2,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.22,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.16,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.26,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.28,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.11,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.38,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,0.1,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,0.99,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,1.33,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,1.76,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,1.8599999999999999,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,1.83,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,1.92,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,1.85,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,1.6,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,0.44,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,0.01,Solar Fotovoltaica,Mon Aug 07 19:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,0.21,Solar Fotovoltaica,Mon Aug 07 08:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,4.31,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,8.5,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,14.65,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,22.66,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,41.51,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,58.71,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,63.17,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,40.09,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,9.15,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,1.94,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,1.2,Solar Fotovoltaica,Mon Aug 07 08:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,7.6,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,27.9,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,36,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,40.7,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,15.6,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,6.9,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,6.4,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.04,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.2,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.59,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,1.1400000000000001,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,1.63,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,1.96,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,2.07,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,1.73,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.9500000000000001,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.25,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.2,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.17,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.64,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,2.04,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,2.18,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,1.52,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,2.41,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,2.29,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,1.62,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.33,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.01,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.13,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.29,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.56,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.88,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,1.69,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,1.77,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,1.88,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,1.7000000000000002,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.36,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.11,Solar Fotovoltaica,Mon Aug 07 19:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.07,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.23,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.89,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.02,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,1.22,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,2.2,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,1.74,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.02,Solar Fotovoltaica,Mon Aug 07 09:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.09,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.2,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.14,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.08,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.07,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.16,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.13,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.01,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,17.1,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,91.7,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,126.39,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,136.48,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,134.09,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,121.41,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,97.63,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,62.12,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,20.82,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,0.42,Solar Fotovoltaica,Mon Aug 07 19:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.13,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.2,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.28,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.61,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,1.34,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,1.99,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,1.8599999999999999,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,1.52,Solar Fotovoltaica,Mon Aug 07 17:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.32,Solar Fotovoltaica,Mon Aug 07 18:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.06,Solar Fotovoltaica,Mon Aug 07 19:00:00 CLT 2017,Solar
Solar Piloto Solar Cardones,ERNC,Solar Cardones,0.02,Solar Fotovoltaica,Mon Aug 07 10:00:00 CLT 2017,Solar
Solar Piloto Solar Cardones,ERNC,Solar Cardones,0.03,Solar Fotovoltaica,Mon Aug 07 11:00:00 CLT 2017,Solar
Solar Piloto Solar Cardones,ERNC,Solar Cardones,0.04,Solar Fotovoltaica,Mon Aug 07 12:00:00 CLT 2017,Solar
Solar Piloto Solar Cardones,ERNC,Solar Cardones,0.03,Solar Fotovoltaica,Mon Aug 07 13:00:00 CLT 2017,Solar
Solar Piloto Solar Cardones,ERNC,Solar Cardones,0.03,Solar Fotovoltaica,Mon Aug 07 14:00:00 CLT 2017,Solar
Solar Piloto Solar Cardones,ERNC,Solar Cardones,0.02,Solar Fotovoltaica,Mon Aug 07 15:00:00 CLT 2017,Solar
Solar Piloto Solar Cardones,ERNC,Solar Cardones,0.01,Solar Fotovoltaica,Mon Aug 07 16:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,0.7000000000000001,Solar Fotovoltaica,Tue Aug 08 08:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,24.1,Solar Fotovoltaica,Tue Aug 08 09:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,59.1,Solar Fotovoltaica,Tue Aug 08 10:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,59.7,Solar Fotovoltaica,Tue Aug 08 11:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,58.3,Solar Fotovoltaica,Tue Aug 08 12:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,58.9,Solar Fotovoltaica,Tue Aug 08 13:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,57.9,Solar Fotovoltaica,Tue Aug 08 14:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,57.5,Solar Fotovoltaica,Tue Aug 08 15:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,62.1,Solar Fotovoltaica,Tue Aug 08 16:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,55.7,Solar Fotovoltaica,Tue Aug 08 17:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,22.1,Solar Fotovoltaica,Tue Aug 08 18:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,0.81,Solar Fotovoltaica,Tue Aug 08 08:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,8.25,Solar Fotovoltaica,Tue Aug 08 09:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,18.65,Solar Fotovoltaica,Tue Aug 08 10:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,21.03,Solar Fotovoltaica,Tue Aug 08 11:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,22.02,Solar Fotovoltaica,Tue Aug 08 12:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,22.01,Solar Fotovoltaica,Tue Aug 08 13:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,21.4,Solar Fotovoltaica,Tue Aug 08 14:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,20.52,Solar Fotovoltaica,Tue Aug 08 15:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,21,Solar Fotovoltaica,Tue Aug 08 16:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,19.59,Solar Fotovoltaica,Tue Aug 08 17:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,6.54,Solar Fotovoltaica,Tue Aug 08 18:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,0.01,Solar Fotovoltaica,Tue Aug 08 19:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.03,Solar Fotovoltaica,Tue Aug 08 08:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.28,Solar Fotovoltaica,Tue Aug 08 09:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,1.29,Solar Fotovoltaica,Tue Aug 08 10:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,1.88,Solar Fotovoltaica,Tue Aug 08 11:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,2.27,Solar Fotovoltaica,Tue Aug 08 12:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,2.33,Solar Fotovoltaica,Tue Aug 08 13:00:00 CLT 2017,Solar
