Central,Clasificacion,Codigo Central,Generacion_MWh,Tecnologia,Time,Tipo Central
Solar Los Loros,ERNC,Solar Los Loros,15.1,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,28.5,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,37.2,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,42.7,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,44.3,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,43.6,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,38.8,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,32.2,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,21.8,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,6,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,0.6000000000000001,Solar Fotovoltaica,Tue Aug 01 08:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,36.7,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,84.8,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,87.8,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,85.3,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,83.4,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,83.1,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,86,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,88,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,71.6,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,20.3,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,0.1,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.12,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.11,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.14,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.75,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,1.5,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.81,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.33,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.55,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.73,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.27,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.01,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.01,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.01,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.01,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.01,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.04,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.08,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.28,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,1.34,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,1.12,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.58,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.6000000000000001,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.34,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.18,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.02,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.07,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.15,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.28,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.66,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.9500000000000001,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.51,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.23,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.17,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Til Til,ERNC,Solar Til Til,0.02,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.03,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.09,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.09,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.38,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.76,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,1.6800000000000002,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,1.04,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.6900000000000001,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.42,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.22,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.01,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.04,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.05,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.11,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.18,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.26,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.26,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.16,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.12,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.08,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.02,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,1.55,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,6.04,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,5.55,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,21.46,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,41.13,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,39.58,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,35.74,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,41.29,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,45.48,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,13.57,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,0.01,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.01,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.05,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.14,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.16,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.19,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.45,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,1.13,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.44,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.32,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Hormiga Solar,ERNC,Solar Hormiga Solar,0.19,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar Piloto Solar Cardones,ERNC,Solar Cardones,0.02,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,1.3,Solar Fotovoltaica,Wed Aug 02 08:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,37.3,Solar Fotovoltaica,Wed Aug 02 09:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,59.5,Solar Fotovoltaica,Wed Aug 02 10:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,61.7,Solar Fotovoltaica,Wed Aug 02 11:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,60.5,Solar Fotovoltaica,Wed Aug 02 12:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,59,Solar Fotovoltaica,Wed Aug 02 13:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,60.1,Solar Fotovoltaica,Wed Aug 02 14:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,61.7,Solar Fotovoltaica,Wed Aug 02 15:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,62.2,Solar Fotovoltaica,Wed Aug 02 16:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,54.7,Solar Fotovoltaica,Wed Aug 02 17:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,20.1,Solar Fotovoltaica,Wed Aug 02 18:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,0.30000000000000004,Solar Fotovoltaica,Wed Aug 02 08:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,8.8,Solar Fotovoltaica,Wed Aug 02 09:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,20.8,Solar Fotovoltaica,Wed Aug 02 10:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,22,Solar Fotovoltaica,Wed Aug 02 11:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,22,Solar Fotovoltaica,Wed Aug 02 12:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,22,Solar Fotovoltaica,Wed Aug 02 13:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,21.9,Solar Fotovoltaica,Wed Aug 02 14:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,21.6,Solar Fotovoltaica,Wed Aug 02 15:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,22,Solar Fotovoltaica,Wed Aug 02 16:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,19.3,Solar Fotovoltaica,Wed Aug 02 17:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,5.9,Solar Fotovoltaica,Wed Aug 02 18:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.01,Solar Fotovoltaica,Wed Aug 02 08:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.72,Solar Fotovoltaica,Wed Aug 02 09:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,1.53,Solar Fotovoltaica,Wed Aug 02 10:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,1.96,Solar Fotovoltaica,Wed Aug 02 11:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,2.13,Solar Fotovoltaica,Wed Aug 02 12:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.85,Solar Fotovoltaica,Wed Aug 02 13:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,1.6,Solar Fotovoltaica,Wed Aug 02 14:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,2.16,Solar Fotovoltaica,Wed Aug 02 15:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,1.77,Solar Fotovoltaica,Wed Aug 02 16:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,1.19,Solar Fotovoltaica,Wed Aug 02 17:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.14,Solar Fotovoltaica,Wed Aug 02 18:00:00 CLT 2017,Solar
Solar Techos de Altamira,ERNC,Techos de Altamira,0.01,Solar Fotovoltaica,Wed Aug 02 11:00:00 CLT 2017,Solar
Solar Techos de Altamira,ERNC,Techos de Altamira,0.01,Solar Fotovoltaica,Wed Aug 02 12:00:00 CLT 2017,Solar
Solar Techos de Altamira,ERNC,Techos de Altamira,0.01,Solar Fotovoltaica,Wed Aug 02 15:00:00 CLT 2017,Solar
Solar Techos de Altamira,ERNC,Techos de Altamira,0.01,Solar Fotovoltaica,Wed Aug 02 16:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,0.4,Solar Fotovoltaica,Wed Aug 02 08:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,7.11,Solar Fotovoltaica,Wed Aug 02 09:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,14.7,Solar Fotovoltaica,Wed Aug 02 10:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,12.49,Solar Fotovoltaica,Wed Aug 02 11:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,9.99,Solar Fotovoltaica,Wed Aug 02 12:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,13.22,Solar Fotovoltaica,Wed Aug 02 13:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,15.87,Solar Fotovoltaica,Wed Aug 02 14:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,20.73,Solar Fotovoltaica,Wed Aug 02 15:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,19.13,Solar Fotovoltaica,Wed Aug 02 16:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,13.45,Solar Fotovoltaica,Wed Aug 02 17:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,4.1,Solar Fotovoltaica,Wed Aug 02 18:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,0.35000000000000003,Solar Fotovoltaica,Wed Aug 02 09:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,1.2,Solar Fotovoltaica,Wed Aug 02 10:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,1.25,Solar Fotovoltaica,Wed Aug 02 11:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,1.3,Solar Fotovoltaica,Wed Aug 02 12:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,1.3599999999999999,Solar Fotovoltaica,Wed Aug 02 13:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,1.32,Solar Fotovoltaica,Wed Aug 02 14:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,1.44,Solar Fotovoltaica,Wed Aug 02 15:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,1.35,Solar Fotovoltaica,Wed Aug 02 16:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,0.93,Solar Fotovoltaica,Wed Aug 02 17:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,0.27,Solar Fotovoltaica,Wed Aug 02 18:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,0.52,Solar Fotovoltaica,Wed Aug 02 09:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,1.1400000000000001,Solar Fotovoltaica,Wed Aug 02 10:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,1.5,Solar Fotovoltaica,Wed Aug 02 11:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,1.75,Solar Fotovoltaica,Wed Aug 02 12:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,1.8599999999999999,Solar Fotovoltaica,Wed Aug 02 13:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,1.83,Solar Fotovoltaica,Wed Aug 02 14:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,1.69,Solar Fotovoltaica,Wed Aug 02 15:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,1.44,Solar Fotovoltaica,Wed Aug 02 16:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,1.04,Solar Fotovoltaica,Wed Aug 02 17:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,0.41000000000000003,Solar Fotovoltaica,Wed Aug 02 18:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,2.5700000000000003,Solar Fotovoltaica,Wed Aug 02 08:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,32.05,Solar Fotovoltaica,Wed Aug 02 09:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,27.91,Solar Fotovoltaica,Wed Aug 02 10:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,2,Solar Fotovoltaica,Wed Aug 02 11:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,2,Solar Fotovoltaica,Wed Aug 02 12:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,27.51,Solar Fotovoltaica,Wed Aug 02 13:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,47.39,Solar Fotovoltaica,Wed Aug 02 14:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,47.03,Solar Fotovoltaica,Wed Aug 02 15:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,49.64,Solar Fotovoltaica,Wed Aug 02 16:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,45.71,Solar Fotovoltaica,Wed Aug 02 17:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,19.75,Solar Fotovoltaica,Wed Aug 02 18:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,0.21,Solar Fotovoltaica,Wed Aug 02 19:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,0.61,Solar Fotovoltaica,Wed Aug 02 08:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,11.26,Solar Fotovoltaica,Wed Aug 02 09:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,23.89,Solar Fotovoltaica,Wed Aug 02 10:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,25.9,Solar Fotovoltaica,Wed Aug 02 11:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,24.5,Solar Fotovoltaica,Wed Aug 02 12:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,24.38,Solar Fotovoltaica,Wed Aug 02 13:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,24.54,Solar Fotovoltaica,Wed Aug 02 14:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,25.2,Solar Fotovoltaica,Wed Aug 02 15:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,25.66,Solar Fotovoltaica,Wed Aug 02 16:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,19.99,Solar Fotovoltaica,Wed Aug 02 17:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,6.21,Solar Fotovoltaica,Wed Aug 02 18:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,0.02,Solar Fotovoltaica,Wed Aug 02 19:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,3.06,Solar Fotovoltaica,Wed Aug 02 08:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,27.54,Solar Fotovoltaica,Wed Aug 02 09:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,18.8,Solar Fotovoltaica,Wed Aug 02 10:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,15.42,Solar Fotovoltaica,Wed Aug 02 11:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,15.41,Solar Fotovoltaica,Wed Aug 02 12:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,19.81,Solar Fotovoltaica,Wed Aug 02 13:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,41.14,Solar Fotovoltaica,Wed Aug 02 14:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,35.48,Solar Fotovoltaica,Wed Aug 02 15:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,43.22,Solar Fotovoltaica,Wed Aug 02 16:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,38.02,Solar Fotovoltaica,Wed Aug 02 17:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,15.79,Solar Fotovoltaica,Wed Aug 02 18:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,0.16,Solar Fotovoltaica,Wed Aug 02 19:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,1.71,Solar Fotovoltaica,Wed Aug 02 08:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,27.14,Solar Fotovoltaica,Wed Aug 02 09:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,30.34,Solar Fotovoltaica,Wed Aug 02 10:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,29.97,Solar Fotovoltaica,Wed Aug 02 11:00:00 CLT 2017,Solar
